fecha,producto,categoria,vendedor,region,cantidad,precio_unitario,descuento_pct,monto_final
2023-01-01,Cajonera Móvil,Mobiliario,Lucía Fernández,Rosario,2,173.78,0,347.56
2023-01-03,"Monitor 24"" FHD",Tecnología,Carlos López,CABA,1,296.17,5,281.36
2023-01-03,Escritorio Esquinero,Mobiliario,Ana García,CABA,1,619.55,0,619.55
2023-01-04,Teclado Mecánico,Tecnología,Ana García,Córdoba,12,117.1,0,1405.2
2023-01-06,Silla Ejecutiva,Mobiliario,Lucía Fernández,Rosario,11,322.26,0,3544.86
2023-01-06,Mouse Inalámbrico,Tecnología,Martín Torres,GBA Norte,4,48.98,5,186.12
2023-01-06,"Monitor 27"" 4K",Tecnología,Lucía Fernández,GBA Norte,6,559.24,0,3355.44
2023-01-07,Mouse Inalámbrico,Tecnología,Martín Torres,GBA Norte,9,43.9,0,395.1
2023-01-07,Cajonera Móvil,Mobiliario,Martín Torres,Córdoba,2,180.77,0,361.54
2023-01-07,Mouse Inalámbrico,Tecnología,Ana García,Córdoba,10,48.45,0,484.5
2023-01-09,Mouse Inalámbrico,Tecnología,Martín Torres,CABA,8,47.51,5,361.08
2023-01-09,Pantalla Proyección,Audiovisual,Martín Torres,Córdoba,11,306.85,0,3375.35
2023-01-10,Webcam HD,Tecnología,Carlos López,CABA,3,92.51,0,277.53
2023-01-10,Panel LED Oficina,Iluminación,Lucía Fernández,Rosario,10,219.91,0,2199.1
2023-01-10,Escritorio Standing,Mobiliario,Lucía Fernández,GBA Sur,11,871.62,0,9587.82
2023-01-10,Silla Ergonómica Pro,Mobiliario,Martín Torres,CABA,12,467.51,0,5610.12
2023-01-11,Teclado Mecánico,Tecnología,Diego Ramírez,GBA Sur,3,130.22,5,371.13
2023-01-12,Pantalla Proyección,Audiovisual,Lucía Fernández,GBA Sur,11,298.38,0,3282.18
2023-01-12,Escritorio Esquinero,Mobiliario,Diego Ramírez,Córdoba,2,599.52,5,1139.09
2023-01-13,Auriculares Bluetooth,Tecnología,Carlos López,Córdoba,3,146.17,0,438.51
2023-01-13,Cajonera Móvil,Mobiliario,Martín Torres,Córdoba,11,184.1,0,2025.1
2023-01-14,Lámpara LED,Iluminación,Ana García,Córdoba,9,77.92,0,701.28
2023-01-15,Teclado Mecánico,Tecnología,Diego Ramírez,GBA Norte,1,121.61,0,121.61
2023-01-16,Panel LED Oficina,Iluminación,Martín Torres,Córdoba,12,200.12,0,2401.44
2023-01-16,Hub USB-C,Tecnología,Lucía Fernández,GBA Sur,11,66.14,0,727.54
2023-01-18,Notebook Pro 15,Tecnología,Martín Torres,GBA Norte,9,1158.39,0,10425.51
2023-01-19,Panel LED Oficina,Iluminación,Martín Torres,Rosario,7,208.57,0,1459.99
2023-01-20,Cajonera Móvil,Mobiliario,Lucía Fernández,Rosario,1,192.76,0,192.76
2023-01-21,Proyector Full HD,Audiovisual,Lucía Fernández,Rosario,10,791.39,5,7518.2
2023-01-22,Notebook Pro 15,Tecnología,Lucía Fernández,GBA Sur,11,1122.0,0,12342.0
2023-01-22,"Monitor 24"" FHD",Tecnología,Diego Ramírez,GBA Norte,1,334.33,0,334.33
2023-01-23,Auriculares Bluetooth,Tecnología,Ana García,GBA Sur,1,158.14,0,158.14
2023-01-25,Lámpara LED,Iluminación,Lucía Fernández,Rosario,12,71.54,5,815.56
2023-01-25,Escritorio Esquinero,Mobiliario,Carlos López,CABA,8,658.95,5,5008.02
2023-01-25,Escritorio Standing,Mobiliario,Ana García,CABA,7,895.86,0,6271.02
2023-01-26,Notebook Air 13,Tecnología,Diego Ramírez,Rosario,3,1018.73,10,2750.57
2023-01-26,Auriculares Bluetooth,Tecnología,Martín Torres,GBA Sur,7,164.86,5,1096.32
2023-01-29,Cajonera Móvil,Mobiliario,Diego Ramírez,Rosario,6,167.52,0,1005.12
2023-01-29,Proyector Full HD,Audiovisual,Ana García,CABA,6,743.91,0,4463.46
2023-01-29,Escritorio Esquinero,Mobiliario,Lucía Fernández,CABA,5,610.3,5,2898.92
2023-01-29,Notebook Air 13,Tecnología,Lucía Fernández,GBA Sur,1,898.47,0,898.47
2023-01-29,Webcam HD,Tecnología,Ana García,CABA,11,83.33,5,870.8
2023-01-29,"Monitor 27"" 4K",Tecnología,Lucía Fernández,GBA Norte,5,604.81,0,3024.05
2023-01-30,Lámpara LED,Iluminación,Carlos López,Córdoba,3,80.75,0,242.25
2023-01-30,Panel LED Oficina,Iluminación,Ana García,Córdoba,9,220.32,0,1982.88
2023-01-30,"Monitor 24"" FHD",Tecnología,Lucía Fernández,GBA Sur,4,304.15,0,1216.6
2023-02-02,Lámpara LED,Iluminación,Lucía Fernández,Córdoba,8,71.55,5,543.78
2023-02-03,Teclado Mecánico,Tecnología,Lucía Fernández,Rosario,2,114.14,10,205.45
2023-02-04,Notebook Pro 15,Tecnología,Carlos López,Rosario,12,1262.89,5,14396.95
2023-02-04,Lámpara LED,Iluminación,Diego Ramírez,Rosario,3,79.94,10,215.84
2023-02-04,Disco SSD 1TB,Tecnología,Diego Ramírez,Rosario,2,110.38,10,198.68
2023-02-04,Auriculares Bluetooth,Tecnología,Ana García,Córdoba,1,139.72,5,132.73
2023-02-06,Teclado Mecánico,Tecnología,Ana García,GBA Norte,4,126.43,0,505.72
2023-02-07,"Monitor 24"" FHD",Tecnología,Carlos López,Rosario,4,313.87,0,1255.48
2023-02-07,Escritorio Esquinero,Mobiliario,Ana García,Córdoba,2,663.49,0,1326.98
2023-02-08,Lámpara LED,Iluminación,Lucía Fernández,Córdoba,4,75.31,10,271.12
2023-02-09,Auriculares Bluetooth,Tecnología,Ana García,Rosario,12,159.04,0,1908.48
2023-02-09,Hub USB-C,Tecnología,Carlos López,CABA,6,57.14,0,342.84
2023-02-09,Hub USB-C,Tecnología,Carlos López,Córdoba,7,59.13,5,393.21
2023-02-10,Disco SSD 1TB,Tecnología,Carlos López,Córdoba,10,111.06,5,1055.07
2023-02-10,Silla Ejecutiva,Mobiliario,Lucía Fernández,CABA,3,335.78,5,956.97
2023-02-10,Auriculares Bluetooth,Tecnología,Carlos López,CABA,8,143.93,10,1036.3
2023-02-10,Webcam HD,Tecnología,Ana García,CABA,5,79.24,5,376.39
2023-02-11,Notebook Pro 15,Tecnología,Diego Ramírez,GBA Sur,12,1228.86,10,13271.69
2023-02-12,Mouse Inalámbrico,Tecnología,Ana García,Córdoba,10,43.42,0,434.2
2023-02-12,Webcam HD,Tecnología,Ana García,Córdoba,8,93.15,0,745.2
2023-02-12,Mouse Inalámbrico,Tecnología,Lucía Fernández,GBA Sur,6,45.6,5,259.92
2023-02-13,Escritorio Standing,Mobiliario,Diego Ramírez,CABA,12,857.64,5,9777.1
2023-02-14,Panel LED Oficina,Iluminación,Diego Ramírez,GBA Norte,3,206.85,0,620.55
2023-02-15,Notebook Air 13,Tecnología,Lucía Fernández,Córdoba,6,940.12,0,5640.72
2023-02-17,Auriculares Bluetooth,Tecnología,Ana García,GBA Sur,12,139.77,0,1677.24
2023-02-17,Panel LED Oficina,Iluminación,Carlos López,GBA Sur,11,218.59,0,2404.49
2023-02-19,Pantalla Proyección,Audiovisual,Ana García,Rosario,8,303.75,5,2308.5
2023-02-19,Notebook Air 13,Tecnología,Martín Torres,Córdoba,10,1008.86,5,9584.17
2023-02-21,Panel LED Oficina,Iluminación,Martín Torres,CABA,3,208.34,5,593.77
2023-02-21,Proyector Full HD,Audiovisual,Diego Ramírez,Rosario,2,826.05,10,1486.89
2023-02-21,Silla Ergonómica Pro,Mobiliario,Diego Ramírez,Rosario,8,493.61,10,3553.99
2023-02-22,"Monitor 27"" 4K",Tecnología,Lucía Fernández,GBA Sur,8,644.88,0,5159.04
2023-02-22,Silla Ejecutiva,Mobiliario,Martín Torres,GBA Sur,8,299.15,10,2153.88
2023-02-23,Panel LED Oficina,Iluminación,Martín Torres,GBA Sur,7,199.28,10,1255.46
2023-02-23,Webcam HD,Tecnología,Carlos López,Córdoba,4,79.83,0,319.32
2023-02-23,Webcam HD,Tecnología,Carlos López,Córdoba,11,91.82,0,1010.02
2023-02-25,Escritorio Standing,Mobiliario,Ana García,Córdoba,6,849.89,0,5099.34
2023-02-26,Auriculares Bluetooth,Tecnología,Ana García,Rosario,9,148.36,10,1201.72
2023-02-27,"Monitor 27"" 4K",Tecnología,Lucía Fernández,GBA Norte,5,545.99,0,2729.95
2023-02-27,Silla Ejecutiva,Mobiliario,Ana García,GBA Sur,10,297.8,0,2978.0
2023-02-27,Notebook Air 13,Tecnología,Lucía Fernández,Córdoba,1,1027.86,10,925.07
2023-02-27,"Monitor 27"" 4K",Tecnología,Lucía Fernández,GBA Norte,1,598.3,0,598.3
2023-02-27,Escritorio Standing,Mobiliario,Martín Torres,Rosario,9,934.97,0,8414.73
2023-02-27,Pantalla Proyección,Audiovisual,Martín Torres,Córdoba,8,291.66,5,2216.62
2023-02-28,Mouse Inalámbrico,Tecnología,Martín Torres,GBA Sur,11,47.7,0,524.7
2023-02-28,Cajonera Móvil,Mobiliario,Lucía Fernández,Córdoba,12,166.98,0,2003.76
2023-03-01,Mouse Inalámbrico,Tecnología,Carlos López,CABA,10,49.76,5,472.72
2023-03-02,Auriculares Bluetooth,Tecnología,Martín Torres,GBA Sur,12,141.2,10,1524.96
2023-03-03,Cajonera Móvil,Mobiliario,Carlos López,Rosario,6,183.16,0,1098.96
2023-03-03,Notebook Air 13,Tecnología,Carlos López,Córdoba,12,980.09,5,11173.03
2023-03-04,Silla Ejecutiva,Mobiliario,Carlos López,GBA Sur,9,338.76,5,2896.4
2023-03-06,Escritorio Standing,Mobiliario,Carlos López,GBA Norte,9,874.37,0,7869.33
2023-03-06,Escritorio Esquinero,Mobiliario,Martín Torres,GBA Norte,3,689.39,10,1861.35
2023-03-08,"Monitor 27"" 4K",Tecnología,Ana García,GBA Norte,8,609.79,0,4878.32
2023-03-09,Escritorio Standing,Mobiliario,Lucía Fernández,GBA Sur,2,905.03,0,1810.06
2023-03-10,Mouse Inalámbrico,Tecnología,Ana García,CABA,3,45.19,0,135.57
2023-03-12,Disco SSD 1TB,Tecnología,Ana García,GBA Sur,1,102.19,5,97.08
2023-03-12,Webcam HD,Tecnología,Diego Ramírez,CABA,3,88.5,5,252.22
2023-03-12,Escritorio Standing,Mobiliario,Diego Ramírez,GBA Norte,9,900.05,5,7695.43
2023-03-12,Panel LED Oficina,Iluminación,Diego Ramírez,GBA Norte,4,201.02,0,804.08
2023-03-13,Silla Ejecutiva,Mobiliario,Martín Torres,Córdoba,5,318.82,0,1594.1
2023-03-13,Mouse Inalámbrico,Tecnología,Martín Torres,GBA Norte,12,41.68,0,500.16
2023-03-13,Notebook Air 13,Tecnología,Carlos López,GBA Norte,3,912.98,10,2465.05
2023-03-16,Cajonera Móvil,Mobiliario,Lucía Fernández,Córdoba,10,191.03,10,1719.27
2023-03-17,Notebook Pro 15,Tecnología,Carlos López,CABA,5,1135.63,5,5394.24
2023-03-17,Mouse Inalámbrico,Tecnología,Ana García,Córdoba,10,44.15,0,441.5
2023-03-17,"Monitor 27"" 4K",Tecnología,Carlos López,Rosario,11,623.94,0,6863.34
2023-03-18,Mouse Inalámbrico,Tecnología,Diego Ramírez,GBA Sur,1,44.93,10,40.44
2023-03-19,Notebook Air 13,Tecnología,Lucía Fernández,GBA Sur,6,983.22,0,5899.32
2023-03-19,Notebook Air 13,Tecnología,Martín Torres,Rosario,5,958.25,5,4551.69
2023-03-20,Pantalla Proyección,Audiovisual,Martín Torres,GBA Norte,11,314.4,10,3112.56
2023-03-20,Lámpara LED,Iluminación,Ana García,Rosario,9,83.88,0,754.92
2023-03-21,Pantalla Proyección,Audiovisual,Lucía Fernández,CABA,8,312.37,0,2498.96
2023-03-22,"Monitor 24"" FHD",Tecnología,Carlos López,CABA,6,333.19,10,1799.23
2023-03-23,Auriculares Bluetooth,Tecnología,Diego Ramírez,GBA Sur,12,145.83,0,1749.96
2023-03-26,Teclado Mecánico,Tecnología,Martín Torres,GBA Sur,8,129.06,5,980.86
2023-03-26,Mouse Inalámbrico,Tecnología,Lucía Fernández,CABA,7,41.7,10,262.71
2023-03-27,Escritorio Standing,Mobiliario,Martín Torres,GBA Norte,1,941.07,0,941.07
2023-03-28,Escritorio Esquinero,Mobiliario,Diego Ramírez,GBA Sur,2,659.76,0,1319.52
2023-03-28,Disco SSD 1TB,Tecnología,Ana García,CABA,6,121.06,5,690.04
2023-03-28,Pantalla Proyección,Audiovisual,Carlos López,GBA Sur,5,273.09,10,1228.9
2023-03-29,Teclado Mecánico,Tecnología,Lucía Fernández,CABA,6,129.52,5,738.26
2023-03-30,Mouse Inalámbrico,Tecnología,Carlos López,GBA Norte,10,48.57,10,437.13
2023-03-30,Silla Ejecutiva,Mobiliario,Diego Ramírez,GBA Sur,12,332.47,5,3790.16
2023-03-30,Lámpara LED,Iluminación,Ana García,GBA Norte,12,81.09,10,875.77
2023-03-31,Silla Ejecutiva,Mobiliario,Diego Ramírez,Rosario,6,347.15,5,1978.75
2023-03-31,Proyector Full HD,Audiovisual,Diego Ramírez,GBA Norte,6,760.71,5,4336.05
2023-04-01,Escritorio Standing,Mobiliario,Diego Ramírez,Córdoba,10,829.21,0,8292.1
2023-04-01,Pantalla Proyección,Audiovisual,Carlos López,Córdoba,6,314.75,0,1888.5
2023-04-02,Notebook Air 13,Tecnología,Lucía Fernández,GBA Norte,11,942.1,0,10363.1
2023-04-02,Pantalla Proyección,Audiovisual,Lucía Fernández,GBA Sur,3,301.03,10,812.78
2023-04-04,"Monitor 27"" 4K",Tecnología,Carlos López,CABA,7,602.21,0,4215.47
2023-04-04,Pantalla Proyección,Audiovisual,Ana García,CABA,2,271.22,0,542.44
2023-04-05,Proyector Full HD,Audiovisual,Martín Torres,Córdoba,10,733.79,0,7337.9
2023-04-06,Silla Ergonómica Pro,Mobiliario,Ana García,CABA,9,467.45,10,3786.35
2023-04-06,Proyector Full HD,Audiovisual,Diego Ramírez,GBA Sur,9,841.04,0,7569.36
2023-04-06,Panel LED Oficina,Iluminación,Lucía Fernández,GBA Norte,10,228.31,5,2168.94
2023-04-07,Silla Ergonómica Pro,Mobiliario,Lucía Fernández,Rosario,12,519.71,5,5924.69
2023-04-07,Panel LED Oficina,Iluminación,Ana García,GBA Norte,9,198.34,0,1785.06
2023-04-08,Hub USB-C,Tecnología,Ana García,CABA,5,61.69,0,308.45
2023-04-09,Webcam HD,Tecnología,Martín Torres,Córdoba,10,83.74,0,837.4
2023-04-10,Pantalla Proyección,Audiovisual,Diego Ramírez,Córdoba,1,289.12,10,260.21
2023-04-11,Mouse Inalámbrico,Tecnología,Diego Ramírez,Córdoba,3,41.6,10,112.32
2023-04-11,Escritorio Standing,Mobiliario,Lucía Fernández,GBA Norte,6,941.76,0,5650.56
2023-04-12,Disco SSD 1TB,Tecnología,Carlos López,GBA Sur,12,109.14,10,1178.71
2023-04-13,Lámpara LED,Iluminación,Diego Ramírez,Rosario,8,75.69,0,605.52
2023-04-13,"Monitor 24"" FHD",Tecnología,Lucía Fernández,Córdoba,8,355.66,10,2560.75
2023-04-15,Pantalla Proyección,Audiovisual,Ana García,GBA Norte,3,312.64,0,937.92
2023-04-16,Mouse Inalámbrico,Tecnología,Carlos López,GBA Norte,4,44.0,5,167.2
2023-04-16,Silla Ergonómica Pro,Mobiliario,Diego Ramírez,CABA,9,506.07,0,4554.63
2023-04-17,Pantalla Proyección,Audiovisual,Martín Torres,GBA Sur,10,278.79,0,2787.9
2023-04-18,"Monitor 24"" FHD",Tecnología,Diego Ramírez,GBA Sur,11,307.24,0,3379.64
2023-04-18,Hub USB-C,Tecnología,Diego Ramírez,GBA Norte,3,67.0,0,201.0
2023-04-21,Mouse Inalámbrico,Tecnología,Diego Ramírez,GBA Sur,3,48.0,0,144.0
2023-04-23,Panel LED Oficina,Iluminación,Carlos López,Rosario,7,224.49,10,1414.29
2023-04-24,Hub USB-C,Tecnología,Diego Ramírez,Córdoba,8,66.99,0,535.92
2023-04-25,Escritorio Esquinero,Mobiliario,Lucía Fernández,GBA Sur,1,599.96,10,539.96
2023-04-25,Notebook Pro 15,Tecnología,Martín Torres,GBA Sur,1,1234.76,0,1234.76
2023-04-25,Lámpara LED,Iluminación,Carlos López,CABA,1,79.44,5,75.47
2023-04-27,Escritorio Esquinero,Mobiliario,Diego Ramírez,CABA,9,624.46,10,5058.13
2023-04-28,Escritorio Standing,Mobiliario,Martín Torres,CABA,11,856.18,0,9417.98
2023-04-28,Escritorio Standing,Mobiliario,Carlos López,CABA,4,912.76,0,3651.04
2023-04-28,Notebook Air 13,Tecnología,Lucía Fernández,CABA,4,1028.8,10,3703.68
2023-04-28,Escritorio Esquinero,Mobiliario,Diego Ramírez,CABA,1,633.38,5,601.71
2023-04-30,Proyector Full HD,Audiovisual,Carlos López,GBA Norte,6,730.03,0,4380.18
2023-05-01,Auriculares Bluetooth,Tecnología,Diego Ramírez,CABA,3,149.21,10,402.87
2023-05-01,"Monitor 27"" 4K",Tecnología,Ana García,CABA,2,587.38,0,1174.76
2023-05-02,Silla Ergonómica Pro,Mobiliario,Carlos López,Rosario,11,501.03,10,4960.2
2023-05-02,Lámpara LED,Iluminación,Carlos López,Córdoba,11,75.06,0,825.66
2023-05-02,Disco SSD 1TB,Tecnología,Diego Ramírez,GBA Sur,5,117.28,10,527.76
2023-05-04,Escritorio Esquinero,Mobiliario,Lucía Fernández,Rosario,4,644.43,10,2319.95
2023-05-04,Silla Ergonómica Pro,Mobiliario,Carlos López,Rosario,6,479.86,0,2879.16
2023-05-04,Pantalla Proyección,Audiovisual,Lucía Fernández,Rosario,3,320.54,0,961.62
2023-05-04,Teclado Mecánico,Tecnología,Carlos López,Córdoba,5,128.02,10,576.09
2023-05-05,Notebook Air 13,Tecnología,Carlos López,GBA Sur,8,1016.38,0,8131.04
2023-05-05,Silla Ejecutiva,Mobiliario,Carlos López,CABA,3,311.71,10,841.62
2023-05-05,Mouse Inalámbrico,Tecnología,Carlos López,Córdoba,7,50.26,5,334.23
2023-05-06,Lámpara LED,Iluminación,Carlos López,Córdoba,11,73.36,0,806.96
2023-05-07,Cajonera Móvil,Mobiliario,Carlos López,Rosario,11,193.77,10,1918.32
2023-05-08,Webcam HD,Tecnología,Ana García,Córdoba,10,93.56,0,935.6
2023-05-08,Notebook Pro 15,Tecnología,Carlos López,GBA Sur,5,1320.79,0,6603.95
2023-05-08,"Monitor 24"" FHD",Tecnología,Lucía Fernández,Córdoba,10,315.11,0,3151.1
2023-05-09,Disco SSD 1TB,Tecnología,Ana García,Córdoba,11,106.19,10,1051.28
2023-05-11,"Monitor 24"" FHD",Tecnología,Lucía Fernández,GBA Sur,7,355.99,5,2367.33
2023-05-12,"Monitor 27"" 4K",Tecnología,Ana García,CABA,6,556.71,10,3006.23
2023-05-13,Cajonera Móvil,Mobiliario,Diego Ramírez,Rosario,11,180.84,0,1989.24
2023-05-13,Pantalla Proyección,Audiovisual,Carlos López,CABA,9,291.6,0,2624.4
2023-05-14,Hub USB-C,Tecnología,Diego Ramírez,CABA,12,63.03,0,756.36
2023-05-14,"Monitor 24"" FHD",Tecnología,Ana García,GBA Norte,9,358.14,10,2900.93
2023-05-14,Notebook Pro 15,Tecnología,Martín Torres,GBA Norte,4,1335.26,0,5341.04
2023-05-15,Escritorio Standing,Mobiliario,Martín Torres,GBA Sur,6,857.08,5,4885.36
2023-05-15,Disco SSD 1TB,Tecnología,Ana García,Rosario,6,111.54,10,602.32
2023-05-15,Mouse Inalámbrico,Tecnología,Martín Torres,GBA Norte,9,48.06,0,432.54
2023-05-16,Auriculares Bluetooth,Tecnología,Diego Ramírez,Rosario,12,150.78,10,1628.42
2023-05-17,Lámpara LED,Iluminación,Diego Ramírez,Córdoba,1,79.08,0,79.08
2023-05-17,Notebook Pro 15,Tecnología,Martín Torres,GBA Sur,8,1149.49,0,9195.92
2023-05-17,Disco SSD 1TB,Tecnología,Diego Ramírez,Rosario,6,118.46,0,710.76
2023-05-18,Lámpara LED,Iluminación,Diego Ramírez,Córdoba,6,69.53,0,417.18
2023-05-18,Escritorio Esquinero,Mobiliario,Lucía Fernández,CABA,6,574.53,10,3102.46
2023-05-18,Panel LED Oficina,Iluminación,Martín Torres,GBA Norte,11,200.07,10,1980.69
2023-05-19,Teclado Mecánico,Tecnología,Lucía Fernández,GBA Sur,10,126.68,10,1140.12
2023-05-20,Disco SSD 1TB,Tecnología,Carlos López,GBA Sur,9,121.46,10,983.83
2023-05-21,Cajonera Móvil,Mobiliario,Diego Ramírez,GBA Sur,11,198.7,10,1967.13
2023-05-21,Lámpara LED,Iluminación,Ana García,GBA Sur,5,83.93,0,419.65
2023-05-21,Pantalla Proyección,Audiovisual,Carlos López,GBA Norte,11,317.89,5,3321.95
2023-05-23,Silla Ergonómica Pro,Mobiliario,Martín Torres,GBA Norte,9,514.24,0,4628.16
2023-05-24,Webcam HD,Tecnología,Diego Ramírez,Córdoba,11,82.79,0,910.69
2023-05-24,Hub USB-C,Tecnología,Carlos López,GBA Norte,5,65.12,0,325.6
2023-05-25,Teclado Mecánico,Tecnología,Ana García,Rosario,5,116.18,0,580.9
2023-05-26,Escritorio Standing,Mobiliario,Martín Torres,GBA Norte,9,927.24,0,8345.16
2023-05-27,Panel LED Oficina,Iluminación,Diego Ramírez,Córdoba,9,219.96,0,1979.64
2023-05-28,Webcam HD,Tecnología,Diego Ramírez,Córdoba,12,78.29,0,939.48
2023-05-28,Auriculares Bluetooth,Tecnología,Ana García,Rosario,2,165.24,5,313.96
2023-05-29,"Monitor 27"" 4K",Tecnología,Ana García,GBA Sur,9,538.96,0,4850.64
2023-05-29,Mouse Inalámbrico,Tecnología,Diego Ramírez,GBA Sur,4,46.75,0,187.0
2023-05-30,Panel LED Oficina,Iluminación,Martín Torres,GBA Sur,12,198.89,0,2386.68
2023-05-30,Escritorio Standing,Mobiliario,Lucía Fernández,Córdoba,8,854.9,5,6497.24
2023-05-30,Pantalla Proyección,Audiovisual,Martín Torres,GBA Norte,2,291.29,5,553.45
2023-05-30,Notebook Pro 15,Tecnología,Lucía Fernández,CABA,11,1106.24,10,10951.78
2023-05-30,Proyector Full HD,Audiovisual,Lucía Fernández,Córdoba,7,728.52,10,4589.68
2023-05-31,Webcam HD,Tecnología,Diego Ramírez,GBA Sur,6,84.18,5,479.83
2023-05-31,Notebook Pro 15,Tecnología,Carlos López,Córdoba,8,1198.29,0,9586.32
2023-05-31,Notebook Pro 15,Tecnología,Lucía Fernández,Rosario,10,1214.54,0,12145.4
2023-06-01,Escritorio Standing,Mobiliario,Ana García,Rosario,7,825.18,10,5198.63
2023-06-02,Lámpara LED,Iluminación,Carlos López,GBA Norte,8,78.85,5,599.26
2023-06-02,Panel LED Oficina,Iluminación,Carlos López,CABA,2,208.01,10,374.42
2023-06-02,Disco SSD 1TB,Tecnología,Carlos López,GBA Norte,9,119.92,0,1079.28
2023-06-03,Notebook Air 13,Tecnología,Carlos López,Córdoba,3,948.2,0,2844.6
2023-06-04,Notebook Air 13,Tecnología,Martín Torres,GBA Norte,6,945.37,0,5672.22
2023-06-05,Lámpara LED,Iluminación,Martín Torres,Rosario,4,74.49,5,283.06
2023-06-05,Mouse Inalámbrico,Tecnología,Carlos López,Rosario,7,47.81,5,317.94
2023-06-06,Escritorio Esquinero,Mobiliario,Martín Torres,Rosario,1,589.11,0,589.11
2023-06-07,Proyector Full HD,Audiovisual,Martín Torres,GBA Norte,8,740.48,0,5923.84
2023-06-07,Lámpara LED,Iluminación,Lucía Fernández,Córdoba,9,76.18,0,685.62
2023-06-11,Notebook Pro 15,Tecnología,Carlos López,Córdoba,8,1185.95,0,9487.6
2023-06-11,Notebook Air 13,Tecnología,Ana García,Rosario,12,995.08,0,11940.96
2023-06-11,Teclado Mecánico,Tecnología,Diego Ramírez,Rosario,6,127.51,0,765.06
2023-06-12,Lámpara LED,Iluminación,Lucía Fernández,Córdoba,1,74.89,0,74.89
2023-06-13,Lámpara LED,Iluminación,Martín Torres,Rosario,12,75.4,0,904.8
2023-06-14,Teclado Mecánico,Tecnología,Ana García,GBA Sur,8,114.19,0,913.52
2023-06-14,Disco SSD 1TB,Tecnología,Ana García,Rosario,6,112.72,0,676.32
2023-06-15,Panel LED Oficina,Iluminación,Lucía Fernández,CABA,11,217.17,0,2388.87
2023-06-15,Notebook Air 13,Tecnología,Lucía Fernández,GBA Sur,9,1030.7,0,9276.3
