fecha,producto,categoria,vendedor,region,cantidad,precio_unitario,descuento_pct,monto_final
2023-06-16,Pantalla Proyección,Audiovisual,Ana García,GBA Norte,6,293.6,0,1761.6
2023-06-16,Pantalla Proyección,Audiovisual,Ana García,Córdoba,11,271.95,0,2991.45
2023-06-16,Silla Ejecutiva,Mobiliario,Ana García,GBA Sur,10,303.67,5,2884.86
2023-06-17,"Monitor 27"" 4K",Tecnología,Martín Torres,CABA,12,562.6,5,6413.64
2023-06-17,Auriculares Bluetooth,Tecnología,Lucía Fernández,CABA,5,156.03,10,702.13
2023-06-19,Escritorio Esquinero,Mobiliario,Lucía Fernández,CABA,5,670.58,10,3017.61
2023-06-20,Hub USB-C,Tecnología,Ana García,Córdoba,3,62.27,5,177.47
2023-06-21,Webcam HD,Tecnología,Diego Ramírez,Córdoba,2,84.67,0,169.34
2023-06-21,"Monitor 27"" 4K",Tecnología,Diego Ramírez,Córdoba,3,534.39,0,1603.17
2023-06-23,Pantalla Proyección,Audiovisual,Ana García,Córdoba,2,301.67,5,573.17
2023-06-25,Proyector Full HD,Audiovisual,Lucía Fernández,GBA Norte,8,799.01,0,6392.08
2023-06-28,Escritorio Esquinero,Mobiliario,Carlos López,GBA Sur,8,690.74,0,5525.92
2023-06-29,Lámpara LED,Iluminación,Carlos López,GBA Sur,4,78.49,0,313.96
2023-06-30,Hub USB-C,Tecnología,Lucía Fernández,Rosario,12,56.26,5,641.36
2023-07-01,Lámpara LED,Iluminación,Diego Ramírez,Córdoba,5,69.27,10,311.72
2023-07-01,Pantalla Proyección,Audiovisual,Lucía Fernández,Córdoba,7,306.82,0,2147.74
2023-07-02,Silla Ergonómica Pro,Mobiliario,Martín Torres,Rosario,11,442.07,10,4376.49
2023-07-04,Escritorio Esquinero,Mobiliario,Martín Torres,GBA Norte,3,679.76,0,2039.28
2023-07-04,Pantalla Proyección,Audiovisual,Lucía Fernández,GBA Norte,1,306.94,10,276.25
2023-07-04,Teclado Mecánico,Tecnología,Lucía Fernández,Córdoba,12,126.33,0,1515.96
2023-07-04,Silla Ejecutiva,Mobiliario,Ana García,Rosario,1,353.11,0,353.11
2023-07-04,Mouse Inalámbrico,Tecnología,Ana García,Córdoba,6,47.8,10,258.12
2023-07-05,Silla Ejecutiva,Mobiliario,Diego Ramírez,CABA,3,301.3,0,903.9
2023-07-05,"Monitor 24"" FHD",Tecnología,Lucía Fernández,GBA Sur,6,317.29,0,1903.74
2023-07-06,Mouse Inalámbrico,Tecnología,Ana García,Rosario,2,44.05,0,88.1
2023-07-06,Pantalla Proyección,Audiovisual,Lucía Fernández,CABA,4,317.44,0,1269.76
2023-07-07,Pantalla Proyección,Audiovisual,Lucía Fernández,CABA,12,293.63,5,3347.38
2023-07-11,Mouse Inalámbrico,Tecnología,Lucía Fernández,GBA Norte,2,42.42,0,84.84
2023-07-12,Escritorio Standing,Mobiliario,Lucía Fernández,Rosario,2,860.75,10,1549.35
2023-07-12,Disco SSD 1TB,Tecnología,Martín Torres,GBA Sur,1,105.27,5,100.01
2023-07-13,Proyector Full HD,Audiovisual,Diego Ramírez,GBA Norte,7,794.53,5,5283.62
2023-07-13,Silla Ergonómica Pro,Mobiliario,Carlos López,Rosario,9,453.2,0,4078.8
2023-07-14,"Monitor 27"" 4K",Tecnología,Ana García,GBA Norte,12,639.59,0,7675.08
2023-07-14,"Monitor 24"" FHD",Tecnología,Lucía Fernández,GBA Sur,5,295.04,0,1475.2
2023-07-14,Silla Ergonómica Pro,Mobiliario,Ana García,CABA,9,468.07,0,4212.63
2023-07-15,Webcam HD,Tecnología,Lucía Fernández,Córdoba,10,92.87,0,928.7
2023-07-15,Cajonera Móvil,Mobiliario,Carlos López,GBA Norte,4,184.95,0,739.8
2023-07-17,Notebook Pro 15,Tecnología,Martín Torres,GBA Norte,5,1127.25,10,5072.62
2023-07-18,Webcam HD,Tecnología,Carlos López,CABA,11,79.85,0,878.35
2023-07-18,Cajonera Móvil,Mobiliario,Martín Torres,Rosario,8,174.06,0,1392.48
2023-07-19,Teclado Mecánico,Tecnología,Ana García,CABA,6,125.82,0,754.92
2023-07-20,Escritorio Esquinero,Mobiliario,Martín Torres,GBA Norte,11,628.82,5,6571.17
2023-07-21,Notebook Pro 15,Tecnología,Diego Ramírez,Córdoba,8,1210.52,5,9199.95
2023-07-22,Disco SSD 1TB,Tecnología,Lucía Fernández,Córdoba,5,104.61,10,470.74
2023-07-22,Escritorio Standing,Mobiliario,Carlos López,GBA Norte,8,906.17,0,7249.36
2023-07-23,Pantalla Proyección,Audiovisual,Martín Torres,GBA Sur,12,270.52,5,3083.93
2023-07-24,Silla Ejecutiva,Mobiliario,Carlos López,CABA,6,296.29,0,1777.74
2023-07-25,Auriculares Bluetooth,Tecnología,Carlos López,GBA Sur,9,138.63,0,1247.67
2023-07-25,Lámpara LED,Iluminación,Carlos López,GBA Norte,6,72.47,5,413.08
2023-07-26,Mouse Inalámbrico,Tecnología,Carlos López,GBA Sur,12,45.46,10,490.97
2023-07-26,Escritorio Esquinero,Mobiliario,Lucía Fernández,CABA,3,638.27,5,1819.07
2023-07-27,Cajonera Móvil,Mobiliario,Ana García,GBA Norte,6,199.48,0,1196.88
2023-07-28,Pantalla Proyección,Audiovisual,Lucía Fernández,GBA Sur,12,313.01,0,3756.12
2023-07-28,Auriculares Bluetooth,Tecnología,Diego Ramírez,GBA Norte,5,164.2,0,821.0
2023-07-31,Notebook Air 13,Tecnología,Ana García,GBA Norte,6,1033.84,0,6203.04
2023-07-31,Silla Ejecutiva,Mobiliario,Diego Ramírez,Rosario,9,315.73,10,2557.41
2023-08-04,Lámpara LED,Iluminación,Lucía Fernández,Córdoba,9,77.77,0,699.93
2023-08-04,Panel LED Oficina,Iluminación,Martín Torres,GBA Sur,1,226.32,0,226.32
2023-08-04,Webcam HD,Tecnología,Diego Ramírez,CABA,4,86.49,0,345.96
2023-08-04,Teclado Mecánico,Tecnología,Lucía Fernández,GBA Norte,3,122.01,10,329.43
2023-08-08,"Monitor 27"" 4K",Tecnología,Ana García,Córdoba,3,547.6,10,1478.52
2023-08-08,Notebook Air 13,Tecnología,Martín Torres,Córdoba,11,894.4,5,9346.48
2023-08-09,Escritorio Standing,Mobiliario,Martín Torres,Córdoba,1,792.25,0,792.25
2023-08-12,Proyector Full HD,Audiovisual,Martín Torres,Rosario,10,709.08,0,7090.8
2023-08-12,"Monitor 24"" FHD",Tecnología,Lucía Fernández,CABA,3,326.4,0,979.2
2023-08-12,Disco SSD 1TB,Tecnología,Lucía Fernández,Rosario,5,101.58,0,507.9
2023-08-12,Silla Ergonómica Pro,Mobiliario,Carlos López,GBA Sur,3,447.42,10,1208.03
2023-08-12,"Monitor 24"" FHD",Tecnología,Martín Torres,GBA Sur,2,322.35,0,644.7
2023-08-13,Panel LED Oficina,Iluminación,Martín Torres,Rosario,4,193.87,0,775.48
2023-08-13,"Monitor 24"" FHD",Tecnología,Diego Ramírez,GBA Sur,2,299.16,0,598.32
2023-08-15,Pantalla Proyección,Audiovisual,Ana García,CABA,11,318.8,5,3331.46
2023-08-15,Notebook Air 13,Tecnología,Ana García,GBA Sur,7,932.7,10,5876.01
2023-08-15,Silla Ergonómica Pro,Mobiliario,Martín Torres,Córdoba,12,536.75,10,5796.9
2023-08-16,Mouse Inalámbrico,Tecnología,Lucía Fernández,GBA Norte,8,46.89,0,375.12
2023-08-17,Proyector Full HD,Audiovisual,Diego Ramírez,GBA Sur,2,788.45,5,1498.06
2023-08-19,Disco SSD 1TB,Tecnología,Diego Ramírez,GBA Sur,3,119.93,0,359.79
2023-08-20,Teclado Mecánico,Tecnología,Lucía Fernández,CABA,10,124.75,0,1247.5
2023-08-21,Proyector Full HD,Audiovisual,Diego Ramírez,Córdoba,7,720.37,0,5042.59
2023-08-21,Teclado Mecánico,Tecnología,Lucía Fernández,GBA Norte,6,126.34,0,758.04
2023-08-22,Silla Ergonómica Pro,Mobiliario,Lucía Fernández,Córdoba,7,459.43,0,3216.01
2023-08-22,"Monitor 24"" FHD",Tecnología,Diego Ramírez,GBA Sur,4,337.92,0,1351.68
2023-08-22,Webcam HD,Tecnología,Carlos López,CABA,12,81.63,0,979.56
2023-08-24,Lámpara LED,Iluminación,Ana García,Rosario,8,79.68,0,637.44
2023-08-24,Escritorio Esquinero,Mobiliario,Ana García,Rosario,2,672.38,0,1344.76
2023-08-24,Silla Ergonómica Pro,Mobiliario,Lucía Fernández,CABA,7,517.57,5,3441.84
2023-08-25,"Monitor 27"" 4K",Tecnología,Martín Torres,GBA Norte,6,553.52,0,3321.12
2023-08-25,Lámpara LED,Iluminación,Diego Ramírez,GBA Sur,2,70.86,5,134.63
2023-08-26,Pantalla Proyección,Audiovisual,Diego Ramírez,GBA Norte,8,308.7,0,2469.6
2023-08-28,Notebook Air 13,Tecnología,Lucía Fernández,GBA Sur,8,945.04,10,6804.29
2023-08-28,Auriculares Bluetooth,Tecnología,Lucía Fernández,CABA,11,142.24,0,1564.64
2023-08-28,Teclado Mecánico,Tecnología,Ana García,GBA Norte,3,123.59,0,370.77
2023-08-28,Lámpara LED,Iluminación,Diego Ramírez,GBA Sur,9,77.5,0,697.5
2023-08-29,Disco SSD 1TB,Tecnología,Diego Ramírez,GBA Sur,8,122.8,10,884.16
2023-08-29,Silla Ergonómica Pro,Mobiliario,Martín Torres,CABA,8,472.5,0,3780.0
2023-08-29,Cajonera Móvil,Mobiliario,Martín Torres,GBA Norte,12,187.39,10,2023.81
2023-08-30,Silla Ejecutiva,Mobiliario,Carlos López,Rosario,10,298.87,0,2988.7
2023-08-30,"Monitor 27"" 4K",Tecnología,Lucía Fernández,Córdoba,3,568.64,0,1705.92
2023-08-30,Mouse Inalámbrico,Tecnología,Lucía Fernández,GBA Norte,6,46.74,0,280.44
2023-09-02,Hub USB-C,Tecnología,Carlos López,GBA Norte,8,60.77,0,486.16
2023-09-03,Escritorio Esquinero,Mobiliario,Diego Ramírez,Rosario,7,691.65,0,4841.55
2023-09-04,Auriculares Bluetooth,Tecnología,Ana García,GBA Norte,6,149.7,0,898.2
2023-09-05,"Monitor 27"" 4K",Tecnología,Lucía Fernández,Córdoba,2,582.49,0,1164.98
2023-09-05,Silla Ergonómica Pro,Mobiliario,Lucía Fernández,CABA,4,514.2,5,1953.96
2023-09-07,Notebook Pro 15,Tecnología,Diego Ramírez,Córdoba,10,1193.58,0,11935.8
2023-09-08,Cajonera Móvil,Mobiliario,Carlos López,GBA Sur,11,178.35,10,1765.66
2023-09-09,Disco SSD 1TB,Tecnología,Ana García,Rosario,3,115.58,5,329.4
2023-09-09,Panel LED Oficina,Iluminación,Carlos López,Córdoba,11,232.7,0,2559.7
2023-09-09,Escritorio Standing,Mobiliario,Ana García,GBA Norte,5,902.65,5,4287.59
2023-09-09,Auriculares Bluetooth,Tecnología,Martín Torres,GBA Norte,9,163.65,0,1472.85
2023-09-11,"Monitor 24"" FHD",Tecnología,Carlos López,GBA Norte,11,298.1,10,2951.19
2023-09-11,Disco SSD 1TB,Tecnología,Martín Torres,Rosario,9,116.56,10,944.14
2023-09-12,Teclado Mecánico,Tecnología,Ana García,GBA Norte,9,126.91,10,1027.97
2023-09-13,"Monitor 27"" 4K",Tecnología,Lucía Fernández,Córdoba,11,552.89,0,6081.79
2023-09-13,Panel LED Oficina,Iluminación,Diego Ramírez,Córdoba,5,212.85,10,957.83
2023-09-13,Auriculares Bluetooth,Tecnología,Ana García,GBA Norte,4,164.91,10,593.68
2023-09-14,Notebook Pro 15,Tecnología,Diego Ramírez,GBA Norte,5,1271.66,0,6358.3
2023-09-14,Webcam HD,Tecnología,Carlos López,GBA Norte,4,92.1,0,368.4
2023-09-14,Cajonera Móvil,Mobiliario,Ana García,Rosario,12,193.63,0,2323.56
2023-09-15,"Monitor 24"" FHD",Tecnología,Diego Ramírez,CABA,10,322.25,10,2900.25
2023-09-15,Mouse Inalámbrico,Tecnología,Lucía Fernández,CABA,10,49.71,0,497.1
2023-09-17,Pantalla Proyección,Audiovisual,Lucía Fernández,GBA Norte,7,299.2,0,2094.4
2023-09-18,Panel LED Oficina,Iluminación,Diego Ramírez,GBA Norte,9,223.92,0,2015.28
2023-09-18,Cajonera Móvil,Mobiliario,Ana García,Córdoba,3,197.24,0,591.72
2023-09-19,Silla Ejecutiva,Mobiliario,Diego Ramírez,GBA Sur,8,300.05,0,2400.4
2023-09-19,Lámpara LED,Iluminación,Ana García,GBA Norte,4,81.62,0,326.48
2023-09-20,Teclado Mecánico,Tecnología,Diego Ramírez,Córdoba,10,132.33,5,1257.13
2023-09-21,Teclado Mecánico,Tecnología,Carlos López,GBA Sur,8,129.25,5,982.3
2023-09-24,Escritorio Esquinero,Mobiliario,Lucía Fernández,Rosario,1,595.9,10,536.31
2023-09-24,"Monitor 24"" FHD",Tecnología,Lucía Fernández,GBA Norte,1,332.47,5,315.85
2023-09-25,Panel LED Oficina,Iluminación,Ana García,Rosario,6,225.29,0,1351.74
2023-09-27,Escritorio Esquinero,Mobiliario,Diego Ramírez,GBA Norte,11,575.18,0,6326.98
2023-09-27,Cajonera Móvil,Mobiliario,Carlos López,Rosario,1,181.99,0,181.99
2023-09-29,Notebook Pro 15,Tecnología,Ana García,Córdoba,1,1121.97,0,1121.97
2023-09-29,Escritorio Esquinero,Mobiliario,Diego Ramírez,Rosario,5,638.57,0,3192.85
2023-09-29,Disco SSD 1TB,Tecnología,Diego Ramírez,GBA Norte,9,108.17,5,924.85
2023-09-29,Notebook Pro 15,Tecnología,Diego Ramírez,Córdoba,6,1176.94,0,7061.64
2023-10-01,Silla Ejecutiva,Mobiliario,Lucía Fernández,GBA Sur,11,350.84,0,3859.24
2023-10-02,"Monitor 27"" 4K",Tecnología,Carlos López,CABA,2,539.47,10,971.05
2023-10-02,"Monitor 24"" FHD",Tecnología,Martín Torres,CABA,10,312.82,10,2815.38
2023-10-02,Auriculares Bluetooth,Tecnología,Ana García,Rosario,1,138.63,10,124.77
2023-10-03,Webcam HD,Tecnología,Carlos López,CABA,10,88.55,10,796.95
2023-10-04,Auriculares Bluetooth,Tecnología,Ana García,Rosario,10,148.79,0,1487.9
2023-10-04,"Monitor 24"" FHD",Tecnología,Carlos López,GBA Sur,12,303.64,0,3643.68
2023-10-06,Notebook Air 13,Tecnología,Carlos López,Córdoba,3,995.07,5,2835.95
2023-10-07,Teclado Mecánico,Tecnología,Diego Ramírez,Rosario,1,128.86,0,128.86
2023-10-09,Disco SSD 1TB,Tecnología,Diego Ramírez,CABA,12,111.95,0,1343.4
2023-10-10,Proyector Full HD,Audiovisual,Diego Ramírez,CABA,4,834.66,5,3171.71
2023-10-11,Notebook Pro 15,Tecnología,Diego Ramírez,Córdoba,4,1277.27,0,5109.08
2023-10-11,Panel LED Oficina,Iluminación,Carlos López,GBA Norte,2,205.76,10,370.37
2023-10-12,Escritorio Standing,Mobiliario,Martín Torres,GBA Sur,11,807.37,0,8881.07
2023-10-12,Notebook Air 13,Tecnología,Ana García,GBA Norte,4,887.97,0,3551.88
2023-10-14,Cajonera Móvil,Mobiliario,Ana García,CABA,7,169.15,5,1124.85
2023-10-15,Disco SSD 1TB,Tecnología,Carlos López,GBA Sur,2,117.83,0,235.66
2023-10-17,Notebook Air 13,Tecnología,Martín Torres,GBA Norte,7,885.09,0,6195.63
2023-10-18,Mouse Inalámbrico,Tecnología,Lucía Fernández,CABA,1,47.71,5,45.32
2023-10-18,Cajonera Móvil,Mobiliario,Lucía Fernández,Córdoba,6,200.52,10,1082.81
2023-10-19,Silla Ejecutiva,Mobiliario,Ana García,GBA Sur,8,303.1,0,2424.8
2023-10-19,"Monitor 27"" 4K",Tecnología,Diego Ramírez,Rosario,10,561.75,10,5055.75
2023-10-20,Notebook Air 13,Tecnología,Ana García,GBA Norte,10,955.49,5,9077.15
2023-10-22,Escritorio Esquinero,Mobiliario,Lucía Fernández,GBA Norte,2,650.88,5,1236.67
2023-10-23,Webcam HD,Tecnología,Lucía Fernández,Rosario,8,84.91,5,645.32
2023-10-23,Hub USB-C,Tecnología,Martín Torres,Córdoba,9,64.16,5,548.57
2023-10-24,Notebook Pro 15,Tecnología,Lucía Fernández,GBA Sur,1,1308.01,10,1177.21
2023-10-24,Hub USB-C,Tecnología,Ana García,Córdoba,5,60.17,0,300.85
2023-10-25,Escritorio Esquinero,Mobiliario,Lucía Fernández,CABA,11,589.39,5,6159.13
2023-10-26,Webcam HD,Tecnología,Carlos López,Rosario,2,83.08,10,149.54
2023-10-27,"Monitor 27"" 4K",Tecnología,Martín Torres,GBA Norte,7,601.29,0,4209.03
2023-10-29,Webcam HD,Tecnología,Martín Torres,CABA,3,86.23,0,258.69
2023-10-30,Silla Ergonómica Pro,Mobiliario,Lucía Fernández,Rosario,2,504.14,0,1008.28
2023-10-30,Pantalla Proyección,Audiovisual,Lucía Fernández,GBA Norte,8,301.5,0,2412.0
2023-10-30,Silla Ergonómica Pro,Mobiliario,Martín Torres,GBA Sur,10,489.14,10,4402.26
2023-11-01,Proyector Full HD,Audiovisual,Diego Ramírez,GBA Sur,1,785.31,10,706.78
2023-11-01,Escritorio Standing,Mobiliario,Martín Torres,CABA,5,921.33,0,4606.65
2023-11-01,"Monitor 24"" FHD",Tecnología,Martín Torres,GBA Sur,3,354.34,0,1063.02
2023-11-02,Silla Ejecutiva,Mobiliario,Ana García,GBA Norte,11,301.82,5,3154.02
2023-11-02,Hub USB-C,Tecnología,Martín Torres,Córdoba,4,63.22,5,240.24
2023-11-03,Escritorio Esquinero,Mobiliario,Lucía Fernández,GBA Norte,4,580.04,0,2320.16
2023-11-03,"Monitor 24"" FHD",Tecnología,Lucía Fernández,GBA Sur,11,325.3,5,3399.39
2023-11-05,"Monitor 24"" FHD",Tecnología,Carlos López,Córdoba,4,313.54,0,1254.16
2023-11-05,Pantalla Proyección,Audiovisual,Diego Ramírez,Córdoba,8,287.43,10,2069.5
2023-11-06,Notebook Air 13,Tecnología,Ana García,Rosario,4,905.44,0,3621.76
2023-11-06,Pantalla Proyección,Audiovisual,Diego Ramírez,GBA Sur,12,320.06,0,3840.72
2023-11-06,Lámpara LED,Iluminación,Ana García,Córdoba,11,80.94,5,845.82
2023-11-07,Mouse Inalámbrico,Tecnología,Diego Ramírez,CABA,9,43.84,10,355.1
2023-11-08,Notebook Air 13,Tecnología,Ana García,GBA Norte,9,996.8,0,8971.2
2023-11-09,Escritorio Esquinero,Mobiliario,Carlos López,CABA,11,678.89,5,7094.4
2023-11-10,Escritorio Esquinero,Mobiliario,Ana García,CABA,5,602.46,5,2861.68
2023-11-10,Pantalla Proyección,Audiovisual,Carlos López,Rosario,1,293.61,5,278.93
2023-11-11,Escritorio Standing,Mobiliario,Carlos López,GBA Norte,1,789.52,0,789.52
2023-11-11,Lámpara LED,Iluminación,Diego Ramírez,CABA,7,77.77,0,544.39
2023-11-11,Notebook Pro 15,Tecnología,Lucía Fernández,GBA Norte,3,1143.24,5,3258.23
2023-11-11,Lámpara LED,Iluminación,Diego Ramírez,GBA Norte,1,75.45,0,75.45
2023-11-11,Cajonera Móvil,Mobiliario,Martín Torres,CABA,5,186.61,10,839.75
2023-11-12,Panel LED Oficina,Iluminación,Martín Torres,CABA,12,227.42,0,2729.04
2023-11-13,Pantalla Proyección,Audiovisual,Martín Torres,Córdoba,2,277.15,0,554.3
2023-11-13,Teclado Mecánico,Tecnología,Ana García,GBA Sur,7,117.84,0,824.88
2023-11-16,"Monitor 27"" 4K",Tecnología,Martín Torres,CABA,7,630.46,0,4413.22
2023-11-17,Escritorio Standing,Mobiliario,Lucía Fernández,GBA Norte,7,835.26,0,5846.82
2023-11-17,Auriculares Bluetooth,Tecnología,Lucía Fernández,Rosario,4,167.03,5,634.71
2023-11-18,Proyector Full HD,Audiovisual,Martín Torres,Córdoba,2,702.99,0,1405.98
2023-11-18,Hub USB-C,Tecnología,Diego Ramírez,Córdoba,5,60.8,10,273.6
2023-11-20,Silla Ejecutiva,Mobiliario,Martín Torres,CABA,3,310.97,0,932.91
2023-11-20,Panel LED Oficina,Iluminación,Carlos López,GBA Norte,2,210.18,5,399.34
2023-11-20,"Monitor 24"" FHD",Tecnología,Martín Torres,GBA Sur,11,348.92,10,3454.31
2023-11-20,Escritorio Esquinero,Mobiliario,Carlos López,Rosario,9,655.42,0,5898.78
2023-11-22,Escritorio Standing,Mobiliario,Martín Torres,CABA,8,888.21,0,7105.68
2023-11-23,Notebook Air 13,Tecnología,Carlos López,CABA,7,1052.58,0,7368.06
2023-11-23,Notebook Air 13,Tecnología,Lucía Fernández,GBA Norte,8,933.26,0,7466.08
2023-11-24,Webcam HD,Tecnología,Diego Ramírez,Córdoba,6,87.89,0,527.34
2023-11-24,Teclado Mecánico,Tecnología,Diego Ramírez,CABA,4,118.62,0,474.48
2023-11-26,Panel LED Oficina,Iluminación,Ana García,Rosario,7,201.78,0,1412.46
2023-11-28,Teclado Mecánico,Tecnología,Diego Ramírez,GBA Norte,7,114.47,5,761.23
2023-11-28,Disco SSD 1TB,Tecnología,Diego Ramírez,GBA Sur,12,122.76,0,1473.12
2023-11-29,"Monitor 24"" FHD",Tecnología,Diego Ramírez,Córdoba,9,316.52,10,2563.81
2023-12-01,Auriculares Bluetooth,Tecnología,Lucía Fernández,GBA Sur,12,141.43,0,1697.16
2023-12-01,Cajonera Móvil,Mobiliario,Diego Ramírez,Rosario,3,179.92,5,512.77
2023-12-02,Lámpara LED,Iluminación,Diego Ramírez,Rosario,10,81.79,10,736.11
2023-12-02,Cajonera Móvil,Mobiliario,Martín Torres,GBA Sur,8,186.82,0,1494.56
2023-12-03,"Monitor 27"" 4K",Tecnología,Carlos López,Córdoba,2,595.48,10,1071.86
2023-12-03,Cajonera Móvil,Mobiliario,Ana García,GBA Sur,6,193.2,10,1043.28
2023-12-04,Lámpara LED,Iluminación,Carlos López,Rosario,11,75.73,0,833.03
2023-12-05,Panel LED Oficina,Iluminación,Diego Ramírez,Rosario,6,204.13,0,1224.78
2023-12-07,"Monitor 27"" 4K",Tecnología,Carlos López,CABA,5,549.73,5,2611.22
2023-12-07,Auriculares Bluetooth,Tecnología,Martín Torres,GBA Sur,11,138.42,0,1522.62
2023-12-08,Webcam HD,Tecnología,Carlos López,Rosario,10,79.41,0,794.1
2023-12-09,Proyector Full HD,Audiovisual,Diego Ramírez,Córdoba,8,722.72,0,5781.76
2023-12-09,Panel LED Oficina,Iluminación,Carlos López,Rosario,7,222.59,0,1558.13
2023-12-10,Proyector Full HD,Audiovisual,Lucía Fernández,GBA Norte,10,720.67,0,7206.7
2023-12-11,Auriculares Bluetooth,Tecnología,Diego Ramírez,Córdoba,5,160.09,10,720.41
2023-12-11,Hub USB-C,Tecnología,Lucía Fernández,CABA,11,58.18,0,639.98
2023-12-12,Cajonera Móvil,Mobiliario,Martín Torres,Rosario,7,178.47,0,1249.29
2023-12-13,Silla Ergonómica Pro,Mobiliario,Ana García,GBA Sur,6,522.23,0,3133.38
2023-12-15,Lámpara LED,Iluminación,Martín Torres,GBA Norte,9,76.75,5,656.21
2023-12-17,Disco SSD 1TB,Tecnología,Diego Ramírez,GBA Norte,12,122.57,0,1470.84
2023-12-18,Hub USB-C,Tecnología,Lucía Fernández,GBA Norte,3,63.14,5,179.95
2023-12-19,Lámpara LED,Iluminación,Martín Torres,Córdoba,9,69.77,5,596.53
2023-12-20,Lámpara LED,Iluminación,Martín Torres,Córdoba,10,82.8,0,828.0
2023-12-21,Silla Ejecutiva,Mobiliario,Diego Ramírez,Rosario,7,344.58,10,2170.85
2023-12-22,Panel LED Oficina,Iluminación,Lucía Fernández,GBA Norte,7,201.92,5,1342.77
2023-12-22,Notebook Pro 15,Tecnología,Lucía Fernández,GBA Norte,12,1112.6,0,13351.2
2023-12-23,"Monitor 24"" FHD",Tecnología,Lucía Fernández,Rosario,4,323.24,0,1292.96
2023-12-25,Auriculares Bluetooth,Tecnología,Carlos López,GBA Sur,4,151.05,5,573.99
2023-12-25,Proyector Full HD,Audiovisual,Martín Torres,Rosario,6,731.0,0,4386.0
2023-12-26,Teclado Mecánico,Tecnología,Lucía Fernández,Rosario,12,114.94,0,1379.28
2023-12-26,Notebook Air 13,Tecnología,Carlos López,Córdoba,2,1019.53,0,2039.06
2023-12-26,Silla Ergonómica Pro,Mobiliario,Martín Torres,GBA Sur,1,474.31,5,450.59
2023-12-27,Teclado Mecánico,Tecnología,Diego Ramírez,CABA,11,127.63,10,1263.54
2023-12-28,Escritorio Standing,Mobiliario,Lucía Fernández,Córdoba,2,898.87,5,1707.85
2023-12-28,Proyector Full HD,Audiovisual,Martín Torres,Córdoba,8,768.98,0,6151.84
2023-12-31,Mouse Inalámbrico,Tecnología,Diego Ramírez,CABA,4,48.19,10,173.48
2023-12-31,Lámpara LED,Iluminación,Lucía Fernández,Rosario,1,72.24,0,72.24
